Date,Platform,Campaign,Spend (INR),Revenue (INR),Clicks,Impressions,Purchases
2026-07-01,Facebook,Growify | MOF & BOF | Sale | India +intl,226.46,12870.0,80,917,1.0
2026-07-01,Facebook,Growify | MOF & BOF | Sale | India +intl,4170.51,4950.0,1407,23486,1.0
2026-07-01,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0
2026-07-01,Facebook,Growify | TOF | Sale | India,238.68,0.0,64,1246,0.0
2026-07-01,Facebook,Growify | TOF | Sale | US,3084.72,0.0,55,1019,0.0
2026-07-01,Facebook,Growify | TOF | Sale | US,92.01,0.0,5,42,0.0
2026-07-01,Facebook,Growify | TOF | Sales | Australia | EOSS,6.29,0.0,0,2,0.0
2026-07-01,Facebook,Growify | TOF | Sales | Australia | EOSS,694.07,0.0,22,333,0.0
2026-07-01,Facebook,Growify | TOF | Sales | Australia | EOSS,3892.77,0.0,142,2114,0.0
2026-07-01,Facebook,Growify | TOF | Sales | Australia | EOSS,109.28,0.0,4,49,0.0
2026-07-01,Facebook,Growify | TOF | Sales | Australia | EOSS,887.37,0.0,27,444,0.0
2026-07-01,Facebook,Growify | TOF | Sales | Australia | EOSS,4215.04,0.0,112,2037,0.0
2026-07-01,Facebook,Growify | TOF | Sales | Australia | EOSS,118.55,0.0,2,73,0.0
2026-07-01,Facebook,Growify | TOF | Sales | Australia | EOSS,0.0,0.0,0,0,0.0
2026-07-01,Facebook,Growify | TOF | Sales | India | Open,89.98,0.0,89,3203,0.0
2026-07-01,Facebook,Growify | TOF | Sales | India | Open,2500.42,0.0,2103,78698,0.0
2026-07-02,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,3356.63,0.0,9542,68114,0.0
2026-07-02,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1466.1,24750.0,4109,48821,1.0
2026-07-02,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1692.18,0.0,1057,9139,0.0
2026-07-02,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,971.91,5610.0,86,2324,1.0
2026-07-02,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,51.96,0.0,30,208,0.0
2026-07-02,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,3815.95,1750.0,1861,16811,1.0
2026-07-02,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,521.549999,1250.0,79,862,1.0
2026-07-02,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,285.87,0.0,15,369,0.0
2026-07-02,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,3435.8,5000.0,263,5233,1.0
2026-07-02,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,148.6,0.0,34,286,0.0
2026-07-02,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,2868.03,0.0,950,13695,0.0
2026-07-02,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,231.76,0.0,28,472,0.0
2026-07-02,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,52.35,0.0,11,158,0.0
2026-07-02,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,3194.68,0.0,432,8766,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,279.49,0.0,23,201,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1444.69,0.0,113,1050,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,2.089999,0.0,0,3,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,11.73,0.0,0,10,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,193.32,0.0,3,141,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,991.34,0.0,67,525,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1010.0,0.0,34,988,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,7.49,0.0,0,9,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,11.66,0.0,0,14,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1.15,0.0,0,3,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,62.71,0.0,1,36,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,2143.79,0.0,137,1618,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,3.46,0.0,0,1,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,9.7,0.0,2,12,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,31.16,0.0,0,15,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,556.74,0.0,19,387,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,8.33,0.0,0,6,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,108.11,0.0,4,54,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,621.9,0.0,14,443,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,3.44,0.0,0,4,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,2.41,0.0,0,3,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,364.29,0.0,20,266,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,279.57,0.0,12,110,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,230.38,0.0,2,70,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,4153.74,0.0,122,1598,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,108.67,0.0,6,34,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,142.12,0.0,5,56,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,451.78,0.0,15,124,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,2456.03,0.0,83,837,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,76.55,0.0,3,29,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,9.45,0.0,0,1,0.0
2026-07-02,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,503.73,0.0,11,246,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,302.04,12870.0,31,614,1.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,6.79,0.0,0,20,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,3723.3,1500.0,398,9711,1.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,15.19,0.0,1,23,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,459.18,0.0,32,859,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,292.08,0.0,14,401,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,581.82,0.0,31,386,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,531.2,0.0,14,376,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,876.53,0.0,8,348,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,19.24,0.0,0,11,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,138.0,0.0,6,248,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,1344.9,0.0,44,943,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,2954.32,0.0,77,2107,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,181.93,0.0,5,95,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,1196.7,0.0,22,557,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,184.32,0.0,6,169,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,858.76,0.0,27,680,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,626.25,0.0,18,302,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,7.01,0.0,0,3,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,16.84,0.0,0,5,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,19.5,0.0,1,8,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,2182.82,0.0,41,1126,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,341.48,0.0,105,2108,0.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,346.35,1500.0,71,1480,1.0
2026-07-02,Facebook,Growify | MOF & BOF | Sale | India +intl,4558.44,29475.0,1494,27472,3.0
2026-07-02,Facebook,Growify | TOF | Sale | India,235.09,0.0,56,1076,0.0
2026-07-02,Facebook,Growify | TOF | Sale | US,2465.13,0.0,67,1045,0.0
2026-07-02,Facebook,Growify | TOF | Sale | US,136.5,0.0,2,60,0.0
2026-07-02,Facebook,Growify | TOF | Sale | US,125.58,0.0,1,57,0.0
2026-07-02,Facebook,Growify | TOF | Sales | Australia | EOSS,279.36,0.0,13,142,0.0
2026-07-02,Facebook,Growify | TOF | Sales | Australia | EOSS,4874.12,22740.0,206,2561,1.0
2026-07-02,Facebook,Growify | TOF | Sales | Australia | EOSS,25.8,0.0,0,11,0.0
2026-07-02,Facebook,Growify | TOF | Sales | Australia | EOSS,70.11,0.0,3,33,0.0
2026-07-02,Facebook,Growify | TOF | Sales | Australia | EOSS,805.45,0.0,20,580,0.0
2026-07-02,Facebook,Growify | TOF | Sales | Australia | EOSS,4090.76,0.0,189,2201,0.0
2026-07-02,Facebook,Growify | TOF | Sales | Australia | EOSS,64.26,0.0,2,47,0.0
2026-07-02,Facebook,Growify | TOF | Sales | Australia | EOSS,0.0,0.0,0,0,0.0
2026-07-02,Facebook,Growify | TOF | Sales | India | Open,62.48,0.0,50,1971,0.0
2026-07-02,Facebook,Growify | TOF | Sales | India | Open,2541.27,5500.0,2712,93319,1.0
2026-07-03,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,4794.67,0.0,10062,60005,0.0
2026-07-03,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,541.19,0.0,977,12635,0.0
2026-07-03,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1454.47,0.0,539,5057,0.0
2026-07-03,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,998.57,0.0,144,3396,0.0
2026-07-03,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,66.16,0.0,34,184,0.0
2026-07-03,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,3490.22,26092.0,1517,12112,2.0
2026-07-03,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,810.51,0.0,70,933,0.0
2026-07-03,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,184.14,0.0,9,282,0.0
2026-07-03,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,2134.35,0.0,173,3615,0.0
2026-07-03,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,631.94,0.0,130,1149,0.0
2026-07-03,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,2835.96,0.0,697,10070,0.0
2026-07-03,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,143.19,0.0,14,310,0.0
2026-07-03,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,6.64,0.0,0,11,0.0
2026-07-03,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,2710.62,0.0,376,6417,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,364.33,0.0,25,240,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1201.99,0.0,58,777,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,2.77,0.0,0,6,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,3.0,0.0,0,8,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,58.17,0.0,1,57,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,855.77,0.0,22,779,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,954.31,0.0,62,672,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,5.65,0.0,0,9,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,23.71,0.0,0,12,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1.44,0.0,0,1,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,65.519999,0.0,5,35,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,2397.42,0.0,133,1769,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,368.64,0.0,17,276,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,245.37,0.0,15,148,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,238.43,0.0,4,93,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,4250.609999,114439.88,137,1681,2.0
2026-07-03,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,6.06,0.0,2,7,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,110.18,0.0,7,32,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,465.47,0.0,24,179,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,0.0,0.0,0,0,0.0
2026-07-03,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,0.0,0.0,0,0,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,429.99,0.0,61,821,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,68.21,0.0,6,135,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,3.92,0.0,0,8,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,2231.12,0.0,242,5430,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,73.37,0.0,5,162,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,1153.83,0.0,80,1737,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,411.25,0.0,47,1277,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,318.38,0.0,17,246,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,11.58,0.0,0,13,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,412.19,0.0,19,388,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,460.73,0.0,20,404,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,101.16,0.0,4,92,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,28.76,0.0,5,66,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,996.27,0.0,14,872,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,1578.81,0.0,41,1051,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,355.5,0.0,7,248,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,1193.38,0.0,25,586,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,331.86,0.0,14,295,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,1266.01,0.0,35,819,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,706.01,0.0,40,318,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,6.76,0.0,0,5,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,249.62,0.0,11,183,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,2074.21,0.0,42,929,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,657.99,0.0,153,2138,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,345.38,0.0,49,947,0.0
2026-07-03,Facebook,Growify | MOF & BOF | Sale | India +intl,3634.09,10890.0,1011,14816,1.0
2026-07-03,Facebook,Growify | TOF | Sale | India,148.7,0.0,45,812,0.0
2026-07-03,Facebook,Growify | TOF | Sale | US,1760.31,0.0,29,641,0.0
2026-07-03,Facebook,Growify | TOF | Sale | US,42.8,0.0,0,19,0.0
2026-07-03,Facebook,Growify | TOF | Sale | US,15.0,0.0,1,7,0.0
2026-07-03,Facebook,Growify | TOF | Sales | Australia | EOSS,226.19,0.0,8,122,0.0
2026-07-03,Facebook,Growify | TOF | Sales | Australia | EOSS,656.57,0.0,31,373,0.0
2026-07-03,Facebook,Growify | TOF | Sales | Australia | EOSS,2859.67,0.0,156,1798,0.0
2026-07-03,Facebook,Growify | TOF | Sales | Australia | EOSS,2.049999,0.0,0,2,0.0
2026-07-03,Facebook,Growify | TOF | Sales | Australia | EOSS,52.33,0.0,1,30,0.0
2026-07-03,Facebook,Growify | TOF | Sales | Australia | EOSS,385.1,0.0,21,272,0.0
2026-07-03,Facebook,Growify | TOF | Sales | Australia | EOSS,2759.99,0.0,68,1388,0.0
2026-07-03,Facebook,Growify | TOF | Sales | Australia | EOSS,419.88,0.0,6,207,0.0
2026-07-03,Facebook,Growify | TOF | Sales | India | Open,1.35,0.0,4,20,0.0
2026-07-03,Facebook,Growify | TOF | Sales | India | Open,2417.6,0.0,1408,41883,0.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,4629.66,11400.0,7821,46827,3.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,248.6,4400.0,433,3675,1.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,28.84,0.0,2,41,0.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,794.31,0.0,244,2080,0.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1663.3,0.0,172,4057,0.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,3.29,0.0,1,13,0.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,3438.22,8450.0,986,8136,1.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,461.35,0.0,29,383,0.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,29.69,0.0,2,31,0.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,2595.52,21450.0,157,3171,1.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,425.45,0.0,73,500,0.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,2315.11,13090.0,489,7313,2.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,0.0,0.0,0,0,0.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,761.82,22770.0,80,1228,1.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,32.89,0.0,3,57,0.0
2026-07-04,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,2199.33,0.0,224,4419,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,14.4,0.0,0,13,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,884.009906,0.0,52,635,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,3.880094,0.0,0,5,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,276.97,0.0,7,217,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,175.56,0.0,11,149,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1270.237333,0.0,57,1403,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1.81,0.0,0,2,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,15.822667,0.0,0,12,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,15.17,0.0,0,15,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1768.35,0.0,105,1523,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,29.62,0.0,1,23,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,345.22,0.0,19,250,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,156.11,0.0,5,116,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,274.28,0.0,12,110,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,2946.95,0.0,115,1178,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,2.17,0.0,0,3,0.0
2026-07-04,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,32.27,0.0,0,13,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,759.04,6325.0,75,1133,1.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,2.17,0.0,1,7,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,141.77,0.0,17,654,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,2481.92,5500.0,235,5487,1.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,0.15,0.0,0,2,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,1520.21,3850.0,90,2097,1.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,294.02,0.0,32,969,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,296.89,0.0,32,277,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,20.57,0.0,0,30,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,902.72,0.0,29,1050,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,1133.97,0.0,25,855,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,0.73,0.0,0,2,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,16.61,0.0,3,28,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,159.72,0.0,11,184,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,219.06,0.0,10,228,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,1561.72,0.0,38,1022,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,94.99,0.0,8,88,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,1463.52,0.0,26,951,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,404.86,0.0,10,334,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,847.05,0.0,26,580,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,277.14,0.0,4,117,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,4.43,0.0,0,4,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,0.82,0.0,0,1,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,23.04,0.0,1,16,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,2451.5,0.0,38,1022,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,132.12,0.0,43,581,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,111.82,0.0,20,463,0.0
2026-07-04,Facebook,Growify | MOF & BOF | Sale | India +intl,3828.68,0.0,995,14665,0.0
2026-07-04,Facebook,Growify | TOF | Sale | India,108.95,0.0,39,757,0.0
2026-07-04,Facebook,Growify | TOF | Sale | US,1159.2,0.0,17,391,0.0
2026-07-04,Facebook,Growify | TOF | Sale | US,99.41,0.0,2,19,0.0
2026-07-04,Facebook,Growify | TOF | Sales | Australia | EOSS,80.03,0.0,2,44,0.0
2026-07-04,Facebook,Growify | TOF | Sales | Australia | EOSS,82.55,0.0,0,33,0.0
2026-07-04,Facebook,Growify | TOF | Sales | Australia | EOSS,3372.03,0.0,162,2055,0.0
2026-07-04,Facebook,Growify | TOF | Sales | Australia | EOSS,32.509999,0.0,0,29,0.0
2026-07-04,Facebook,Growify | TOF | Sales | Australia | EOSS,517.07,0.0,13,358,0.0
2026-07-04,Facebook,Growify | TOF | Sales | Australia | EOSS,2832.85,0.0,89,1410,0.0
2026-07-04,Facebook,Growify | TOF | Sales | Australia | EOSS,23.96,0.0,1,22,0.0
2026-07-04,Facebook,Growify | TOF | Sales | Australia | EOSS,0.0,0.0,0,0,0.0
2026-07-04,Facebook,Growify | TOF | Sales | India | Open,65.209999,0.0,13,261,0.0
2026-07-04,Facebook,Growify | TOF | Sales | India | Open,2128.469999,2000.0,1052,25727,1.0
2026-07-05,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,4442.4,0.0,10996,62731,0.0
2026-07-05,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,808.92,0.0,1852,13993,0.0
2026-07-05,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,0.06,0.0,0,2,0.0
2026-07-05,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,2493.7,6325.0,1000,8355,1.0
2026-07-05,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,724.15,0.0,84,1864,0.0
2026-07-05,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,236.47,0.0,47,366,0.0
2026-07-05,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,3159.15,0.0,1117,9565,0.0
2026-07-05,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1019.88,0.0,92,997,0.0
2026-07-05,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,316.43,0.0,24,335,0.0
2026-07-05,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1641.09,0.0,122,2154,0.0
2026-07-05,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1515.39,4400.0,462,2367,1.0
2026-07-05,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1095.66,0.0,282,3879,0.0
2026-07-05,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1902.48,0.0,427,4862,0.0
2026-07-05,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,83.34,0.0,9,206,0.0
